Work,Education,MaritalStatus,Occupation,Relationship,Race,Gender,Country,Salary
Private,Associate,Married,Office Labour,Wife,White,Female,North-America,>=50K
Private,HS-Graduate,Not-Married,Service,Other-relative,White,Male,North-America,<50K
Government,HS-Graduate,Married,Admin,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Not-Married,Admin,Not-in-family,White,Male,North-America,<50K
Private,Masters,Married,Professional,Husband,White,Male,North-America,>=50K
Government,Bachelors,Married,Office Labour,Husband,Black,Male,North-America,>=50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,<Gr12,Married,Manual Labour,Husband,Asian-Pac-Islander,Male,Asia,<50K
Private,HS-Graduate,Widowed,Service,Unmarried,Black,Female,North-America,<50K
Private,HS-Graduate,Separated,Manual Labour,Own-child,White,Male,South-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Not-in-family,White,Male,North-America,<50K
Government,HS-Graduate,Widowed,Service,Unmarried,Amer-Indian-Eskimo,Female,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Office Labour,Own-child,White,Female,North-America,<50K
Self-emp,HS-Graduate,Married,Office Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,Bachelors,Married,Admin,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Own-child,White,Male,North-America,<50K
Government,HS-Graduate,Married,Admin,Wife,Black,Female,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Office Labour,Own-child,White,Male,North-America,<50K
Private,<Gr12,Married,Manual Labour,Husband,White,Male,North-America,>=50K
Government,Bachelors,Not-Married,Office Labour,Unmarried,Asian-Pac-Islander,Female,Asia,<50K
Private,HS-Graduate,Separated,Admin,Unmarried,Black,Female,North-America,<50K
Private,HS-Graduate,Not-Married,Office Labour,Not-in-family,White,Female,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Government,Bachelors,Married,Military,Husband,White,Male,North-America,<50K
Self-emp,HS-Graduate,Married,Office Labour,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Not-Married,Office Labour,Not-in-family,White,Female,North-America,<50K
Private,HS-Graduate,Not-Married,Admin,Other-relative,White,Female,North-America,<50K
Self-emp,HS-Graduate,Not-Married,Manual Labour,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Married,Military,Husband,Other,Male,North-America,<50K
Government,Bachelors,Not-Married,Professional,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Office Labour,Own-child,Asian-Pac-Islander,Male,Asia,<50K
Government,<Gr12,Not-Married,Manual Labour,Unmarried,Black,Female,North-America,<50K
Private,Associate,Not-Married,Professional,Not-in-family,White,Male,North-America,<50K
Private,Associate,Separated,Manual Labour,Not-in-family,Black,Male,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,Asian-Pac-Islander,Male,Asia,<50K
Self-emp,Associate,Married,Office Labour,Husband,White,Male,North-America,>=50K
Private,Bachelors,Not-Married,Professional,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Own-child,White,Male,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,>=50K
Private,<Gr12,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Separated,Admin,Unmarried,White,Female,North-America,<50K
Self-emp,HS-Graduate,Not-Married,Admin,Unmarried,White,Male,North-America,<50K
Private,Bachelors,Not-Married,Office Labour,Not-in-family,White,Female,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,>=50K
Private,<Gr12,Separated,Manual Labour,Not-in-family,White,Female,North-America,<50K
Government,Associate,Not-Married,Professional,Not-in-family,White,Female,North-America,>=50K
Private,<Gr12,Not-Married,Manual Labour,Not-in-family,White,Male,North-America,<50K
Government,HS-Graduate,Not-Married,Office Labour,Not-in-family,Black,Male,North-America,>=50K
Government,HS-Graduate,Not-Married,Admin,Own-child,White,Female,North-America,<50K
Private,<Gr12,Married,Service,Wife,Black,Female,North-America,<50K
Private,Masters,Married,Professional,Husband,White,Male,North-America,>=50K
Government,HS-Graduate,Separated,Office Labour,Unmarried,Amer-Indian-Eskimo,Female,North-America,<50K
Private,HS-Graduate,Separated,Military,Not-in-family,White,Male,North-America,<50K
Private,Associate,Married,Office Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Married,Professional,Husband,White,Male,North-America,>=50K
Private,Bachelors,Married,Office Labour,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Married,Service,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Not-Married,Admin,Unmarried,White,Female,North-America,<50K
Self-emp,<Gr12,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Office Labour,Own-child,Amer-Indian-Eskimo,Female,North-America,<50K
Private,HS-Graduate,Not-Married,Admin,Own-child,Black,Female,North-America,<50K
Government,Masters,Married,Professional,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Separated,Office Labour,Other-relative,Black,Female,North-America,<50K
Self-emp,<Gr12,Married,Office Labour,Husband,White,Male,Europe,>=50K
Government,Masters,Married,Professional,Wife,White,Female,North-America,>=50K
Government,Bachelors,Not-Married,Military,Not-in-family,White,Male,North-America,<50K
Government,HS-Graduate,Not-Married,Manual Labour,Unmarried,Black,Female,North-America,<50K
Government,HS-Graduate,Not-Married,Office Labour,Own-child,Amer-Indian-Eskimo,Female,North-America,<50K
Government,HS-Graduate,Separated,Office Labour,Unmarried,White,Female,North-America,<50K
Private,Bachelors,Not-Married,Office Labour,Other-relative,White,Female,North-America,<50K
Government,Associate,Not-Married,Military,Not-in-family,White,Male,North-America,<50K
Self-emp,<Gr12,Married,Manual Labour,Husband,White,Male,North-America,<50K
Government,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Not-Married,Manual Labour,Own-child,White,Male,North-America,<50K
Private,HS-Graduate,Married,Professional,Husband,White,Male,North-America,<50K
Private,<Gr12,Separated,Manual Labour,Unmarried,White,Female,North-America,<50K
Private,HS-Graduate,Separated,Admin,Not-in-family,White,Female,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,Bachelors,Not-Married,Professional,Not-in-family,White,Female,North-America,<50K
Government,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Separated,Manual Labour,Not-in-family,White,Male,North-America,<50K
Self-emp,Bachelors,Separated,Manual Labour,Own-child,White,Male,North-America,<50K
Private,Bachelors,Married,Admin,Wife,White,Female,North-America,>=50K
Private,HS-Graduate,Separated,Professional,Unmarried,Black,Female,North-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Not-in-family,White,Female,North-America,<50K
Private,HS-Graduate,Married,Professional,Wife,White,Female,North-America,<50K
Self-emp,HS-Graduate,Separated,Manual Labour,Not-in-family,White,Male,North-America,<50K
Private,Associate,Widowed,Professional,Not-in-family,White,Female,North-America,<50K
Private,HS-Graduate,Separated,Service,Not-in-family,White,Female,South-America,<50K
Private,HS-Graduate,Separated,Office Labour,Unmarried,White,Female,North-America,<50K
Private,HS-Graduate,Separated,Service,Not-in-family,White,Male,North-America,<50K
Government,Associate,Married,Military,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Separated,Manual Labour,Not-in-family,White,Male,North-America,<50K
Private,<Gr12,Separated,Service,Not-in-family,White,Female,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,>=50K
Private,Bachelors,Not-Married,Professional,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Other-relative,White,Female,Europe,<50K
Private,HS-Graduate,Not-Married,Office Labour,Not-in-family,White,Female,North-America,<50K
Private,HS-Graduate,Married,Office Labour,Wife,Asian-Pac-Islander,Female,Asia,<50K
Self-emp,HS-Graduate,Not-Married,Manual Labour,Own-child,Asian-Pac-Islander,Male,North-America,<50K
Private,HS-Graduate,Separated,Admin,Unmarried,Black,Female,North-America,<50K
Private,HS-Graduate,Not-Married,Office Labour,Other-relative,White,Male,North-America,<50K
Private,HS-Graduate,Married,Office Labour,Husband,White,Male,North-America,>=50K
Private,Bachelors,Married,Office Labour,Husband,White,Male,North-America,>=50K
Government,Masters,Not-Married,Professional,Not-in-family,White,Female,North-America,<50K
Private,HS-Graduate,Not-Married,Service,Own-child,White,Male,North-America,<50K
Private,Associate,Married,Office Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Separated,Manual Labour,Unmarried,White,Female,North-America,<50K
Private,HS-Graduate,Married,Professional,Wife,White,Female,North-America,>=50K
Private,<Gr12,Not-Married,Service,Own-child,White,Female,North-America,<50K
Private,<Gr12,Not-Married,Manual Labour,Own-child,White,Male,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,>=50K
Government,HS-Graduate,Separated,Office Labour,Not-in-family,White,Female,North-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Not-in-family,White,Male,North-America,<50K
Private,Bachelors,Not-Married,Office Labour,Not-in-family,White,Female,North-America,<50K
Private,Bachelors,Married,Professional,Husband,White,Male,North-America,>=50K
Private,<Gr12,Separated,Service,Own-child,White,Male,North-America,<50K
Private,HS-Graduate,Widowed,Service,Not-in-family,White,Female,North-America,<50K
Private,<Gr12,Separated,Service,Unmarried,White,Female,North-America,<50K
Private,Professional,Married,Professional,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Not-Married,Manual Labour,Unmarried,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Office Labour,Unmarried,White,Female,North-America,<50K
Government,HS-Graduate,Not-Married,Admin,Not-in-family,Black,Female,South-America,<50K
Self-emp,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,<Gr12,Not-Married,Service,Not-in-family,White,Male,South-America,<50K
Private,HS-Graduate,Not-Married,Office Labour,Not-in-family,White,Female,North-America,<50K
Private,Masters,Married,Office Labour,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,>=50K
Private,Bachelors,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,<Gr12,Not-Married,Manual Labour,Unmarried,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Office Labour,Unmarried,Black,Female,North-America,<50K
Self-emp,HS-Graduate,Widowed,Office Labour,Not-in-family,White,Male,North-America,>=50K
Private,HS-Graduate,Not-Married,Military,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Married,Office Labour,Husband,White,Male,North-America,<50K
Private,Bachelors,Not-Married,Office Labour,Other-relative,White,Male,North-America,>=50K
Private,Masters,Not-Married,Admin,Own-child,White,Male,North-America,<50K
Private,<Gr12,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Married,Office Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,>=50K
Private,<Gr12,Not-Married,Manual Labour,Not-in-family,Black,Male,North-America,<50K
Government,HS-Graduate,Not-Married,Admin,Not-in-family,White,Female,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Married,Professional,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Separated,Service,Other-relative,White,Male,North-America,<50K
Government,HS-Graduate,Not-Married,Service,Own-child,Black,Male,North-America,<50K
Self-emp,<Gr12,Not-Married,Manual Labour,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,<Gr12,Not-Married,Manual Labour,Other-relative,White,Male,North-America,<50K
Self-emp,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,<Gr12,Not-Married,Manual Labour,Own-child,White,Male,North-America,<50K
Private,HS-Graduate,Widowed,Manual Labour,Not-in-family,White,Female,North-America,<50K
Government,Bachelors,Separated,Professional,Unmarried,White,Female,North-America,<50K
Private,HS-Graduate,Separated,Office Labour,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Government,Masters,Married,Professional,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Separated,Admin,Unmarried,White,Female,North-America,<50K
Private,HS-Graduate,Married,Office Labour,Husband,White,Male,North-America,<50K
Private,<Gr12,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,Bachelors,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,Bachelors,Not-Married,Professional,Not-in-family,White,Female,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,Black,Male,North-America,<50K
Private,<Gr12,Not-Married,Service,Own-child,White,Female,North-America,<50K
Private,<Gr12,Married,Manual Labour,Husband,White,Male,North-America,<50K
Self-emp,HS-Graduate,Not-Married,Service,Not-in-family,Black,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Admin,Own-child,White,Female,North-America,<50K
Government,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Self-emp,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Self-emp,HS-Graduate,Married,Manual Labour,Wife,White,Female,North-America,<50K
Government,HS-Graduate,Married,Military,Husband,Black,Male,North-America,>=50K
Government,Bachelors,Not-Married,Professional,Own-child,Black,Male,Europe,<50K
Private,HS-Graduate,Separated,Service,Own-child,Asian-Pac-Islander,Female,Europe,<50K
Private,Bachelors,Not-Married,Office Labour,Not-in-family,White,Female,North-America,<50K
Self-emp,Associate,Married,Office Labour,Husband,Black,Male,North-America,>=50K
Private,Associate,Separated,Admin,Not-in-family,White,Female,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Government,HS-Graduate,Separated,Service,Unmarried,White,Female,North-America,<50K
