job_title,industry,company_size,salary,experience_years,education_level,skills_count,connections,data_source,date_updated
CTO,Education,11-50,48922,3,Master,41,3458,linkedin,2025-08-23 00:52:04.501739
VP of Engineering,Real Estate,11-50,35000,1,No Degree,9,3443,linkedin,2025-09-17 00:52:04.501742
Technical Lead,Real Estate,501-1000,86048,22,PhD,12,4008,linkedin,2025-06-20 00:52:04.501746
Software Architect,Healthcare,1-10,81224,20,Bachelor,9,3695,linkedin,2025-09-10 00:52:04.501749
VP of Engineering,Energy,201-500,146277,17,Certificate,20,3687,linkedin,2025-08-31 00:52:04.501753
Site Reliability Engineer,Financial Services,501-1000,186458,12,No Degree,41,1865,linkedin,2025-08-04 00:52:04.501757
Technical Lead,Government,1001-5000,106335,24,Bachelor,24,4043,linkedin,2025-09-12 00:52:04.501760
Site Reliability Engineer,Retail,201-500,94046,3,Master,31,2702,linkedin,2025-07-30 00:52:04.501764
VP of Engineering,Retail,5000+,113609,23,PhD,11,3609,linkedin,2025-08-08 00:52:04.501768
VP of Engineering,Manufacturing,201-500,141222,15,Bachelor,26,3855,linkedin,2025-09-03 00:52:04.501771
Senior Software Developer,Financial Services,11-50,125707,2,Certificate,6,956,linkedin,2025-07-13 00:52:04.501775
Platform Engineer,Energy,1-10,36050,23,PhD,45,4412,linkedin,2025-07-07 00:52:04.501778
Engineering Director,Consulting,501-1000,113764,14,Certificate,45,4930,linkedin,2025-08-25 00:52:04.501782
Lead Software Developer,Manufacturing,51-200,74617,24,PhD,13,2927,linkedin,2025-07-21 00:52:04.501785
Senior Software Developer,Manufacturing,51-200,82026,1,Master,17,2944,linkedin,2025-07-02 00:52:04.501789
Data Engineer,Real Estate,1001-5000,140879,9,No Degree,8,4324,linkedin,2025-07-26 00:52:04.501793
Data Engineer,Financial Services,201-500,142370,22,No Degree,17,182,linkedin,2025-08-16 00:52:04.501797
Technical Lead,Consulting,11-50,100628,6,No Degree,43,4163,linkedin,2025-07-10 00:52:04.501800
Software Architect,Retail,11-50,113575,4,Bachelor,9,2069,linkedin,2025-08-20 00:52:04.501804
Data Engineer,Non-profit,501-1000,65905,7,Bachelor,41,212,linkedin,2025-08-13 00:52:04.501808
Software Developer,Technology,11-50,162951,16,Certificate,27,4639,linkedin,2025-08-09 00:52:04.501811
Platform Engineer,Energy,501-1000,94867,22,Bachelor,11,2590,linkedin,2025-09-12 00:52:04.501815
VP of Engineering,Retail,51-200,97118,24,Bachelor,14,2983,linkedin,2025-07-22 00:52:04.501818
CTO,Government,1-10,56525,22,No Degree,7,2761,linkedin,2025-07-01 00:52:04.501822
Lead Software Developer,Technology,1001-5000,165503,15,No Degree,41,156,linkedin,2025-08-14 00:52:04.501825
Software Architect,Manufacturing,201-500,116114,20,Bachelor,43,4813,linkedin,2025-09-03 00:52:04.501829
Software Architect,Government,5000+,117940,17,Certificate,22,4446,linkedin,2025-07-10 00:52:04.501833
VP of Engineering,Consulting,11-50,83282,14,No Degree,31,751,linkedin,2025-07-27 00:52:04.501836
Software Architect,Energy,201-500,75163,15,Certificate,9,3830,linkedin,2025-07-21 00:52:04.501840
Lead Software Developer,Retail,501-1000,185340,14,No Degree,50,2550,linkedin,2025-06-23 00:52:04.501843
Site Reliability Engineer,Healthcare,201-500,101041,20,Bachelor,27,2328,linkedin,2025-07-10 00:52:04.501847
ML Engineer,Real Estate,201-500,122766,18,No Degree,10,2269,linkedin,2025-09-05 00:52:04.501851
Lead Software Developer,Energy,51-200,56818,11,Master,33,3969,linkedin,2025-09-13 00:52:04.501855
Software Developer,Retail,5000+,123702,18,Certificate,26,2868,linkedin,2025-09-12 00:52:04.501858
VP of Engineering,Retail,11-50,82781,9,PhD,39,758,linkedin,2025-07-10 00:52:04.501862
Site Reliability Engineer,Energy,5000+,148721,24,No Degree,39,3257,linkedin,2025-07-23 00:52:04.501866
ML Engineer,Government,1001-5000,35000,12,Bachelor,11,1949,linkedin,2025-07-06 00:52:04.501870
ML Engineer,Financial Services,11-50,124671,17,Certificate,8,3690,linkedin,2025-08-13 00:52:04.501873
Senior Software Developer,Energy,51-200,67693,6,Bachelor,11,2072,linkedin,2025-08-13 00:52:04.501877
Platform Engineer,Non-profit,5000+,100649,18,PhD,18,4622,linkedin,2025-08-26 00:52:04.501881
Platform Engineer,Government,5000+,78833,3,PhD,6,2499,linkedin,2025-07-30 00:52:04.501884
Technical Lead,Healthcare,201-500,90365,18,Certificate,48,1705,linkedin,2025-08-03 00:52:04.501888
Lead Software Developer,Education,11-50,63720,14,Master,35,1961,linkedin,2025-08-19 00:52:04.501892
Data Engineer,Technology,1001-5000,118312,19,Bachelor,20,2605,linkedin,2025-08-08 00:52:04.501895
Technical Lead,Media & Communications,201-500,92076,21,No Degree,23,2139,linkedin,2025-08-26 00:52:04.501899
Site Reliability Engineer,Financial Services,1-10,74656,20,PhD,23,3270,linkedin,2025-07-08 00:52:04.501903
Senior Software Developer,Manufacturing,201-500,56608,15,Master,8,3968,linkedin,2025-07-07 00:52:04.501907
ML Engineer,Technology,501-1000,185915,3,No Degree,44,4203,linkedin,2025-08-13 00:52:04.501910
CTO,Manufacturing,201-500,70640,3,Certificate,6,4988,linkedin,2025-07-06 00:52:04.501914
Senior Software Developer,Retail,1-10,72605,25,Bachelor,18,2976,linkedin,2025-07-28 00:52:04.501918
Lead Software Developer,Energy,51-200,112881,16,Certificate,13,664,linkedin,2025-09-10 00:52:04.501921
Platform Engineer,Energy,501-1000,96474,2,Master,38,311,linkedin,2025-08-04 00:52:04.501925
ML Engineer,Education,1001-5000,78418,11,PhD,6,296,linkedin,2025-09-10 00:52:04.501928
Technical Lead,Media & Communications,51-200,100373,3,PhD,32,3231,linkedin,2025-06-22 00:52:04.501932
Software Developer,Consulting,51-200,145861,24,Certificate,15,4170,linkedin,2025-08-01 00:52:04.501936
Lead Software Developer,Manufacturing,5000+,94120,6,Bachelor,15,1030,linkedin,2025-07-22 00:52:04.501939
Data Engineer,Retail,501-1000,109720,6,No Degree,18,4723,linkedin,2025-06-20 00:52:04.501943
Engineering Director,Technology,11-50,63008,15,Bachelor,12,1958,linkedin,2025-06-27 00:52:04.501946
Site Reliability Engineer,Education,201-500,75382,23,Bachelor,47,3838,linkedin,2025-08-25 00:52:04.501950
Platform Engineer,Technology,5000+,174378,7,Master,22,4355,linkedin,2025-07-02 00:52:04.501953
Lead Software Developer,Consulting,11-50,80678,21,Certificate,35,3095,linkedin,2025-07-26 00:52:04.501957
CTO,Education,501-1000,80780,9,Certificate,29,4567,linkedin,2025-08-07 00:52:04.501961
Lead Software Developer,Consulting,51-200,73865,4,PhD,37,2417,linkedin,2025-08-29 00:52:04.501964
Platform Engineer,Manufacturing,501-1000,116196,20,No Degree,40,388,linkedin,2025-07-17 00:52:04.501968
Engineering Director,Education,201-500,105664,21,PhD,32,2922,linkedin,2025-07-12 00:52:04.501971
Platform Engineer,Retail,1001-5000,89625,15,No Degree,28,3331,linkedin,2025-08-10 00:52:04.501975
Senior Software Developer,Retail,5000+,112296,23,No Degree,16,2369,linkedin,2025-08-31 00:52:04.501978
ML Engineer,Education,11-50,76993,9,Certificate,39,1143,linkedin,2025-06-26 00:52:04.501982
Platform Engineer,Non-profit,501-1000,103981,12,Bachelor,30,2933,linkedin,2025-08-30 00:52:04.501985
Platform Engineer,Healthcare,501-1000,78588,16,Master,25,983,linkedin,2025-09-06 00:52:04.501989
CTO,Government,201-500,80072,17,Certificate,20,2226,linkedin,2025-06-29 00:52:04.501992
Technical Lead,Financial Services,51-200,142414,18,Certificate,47,4074,linkedin,2025-07-23 00:52:04.501996
CTO,Media & Communications,201-500,101833,25,Master,42,3751,linkedin,2025-06-25 00:52:04.501999
Senior Software Developer,Energy,1-10,35000,7,Bachelor,38,4498,linkedin,2025-07-23 00:52:04.502003
CTO,Healthcare,201-500,129350,19,Certificate,8,3457,linkedin,2025-06-24 00:52:04.502007
Data Engineer,Government,5000+,146814,17,Certificate,33,2416,linkedin,2025-08-26 00:52:04.502011
Engineering Director,Technology,1001-5000,165232,23,Bachelor,47,2757,linkedin,2025-07-19 00:52:04.502014
Technical Lead,Government,201-500,62049,6,Master,9,3419,linkedin,2025-08-22 00:52:04.502018
VP of Engineering,Media & Communications,51-200,82813,3,No Degree,30,2704,linkedin,2025-09-03 00:52:04.502022
Software Architect,Retail,1-10,109628,5,Bachelor,23,687,linkedin,2025-06-23 00:52:04.502025
Site Reliability Engineer,Consulting,501-1000,167920,5,No Degree,37,4067,linkedin,2025-06-30 00:52:04.502029
Data Engineer,Technology,1001-5000,186239,24,Certificate,47,4269,linkedin,2025-07-25 00:52:04.502033
Senior Software Developer,Retail,1001-5000,134504,9,Certificate,31,534,linkedin,2025-09-04 00:52:04.502036
Software Developer,Education,5000+,88813,25,PhD,41,2040,linkedin,2025-07-01 00:52:04.502040
CTO,Manufacturing,1-10,72189,4,PhD,28,1451,linkedin,2025-08-25 00:52:04.502062
Technical Lead,Manufacturing,1-10,74519,24,Master,21,3260,linkedin,2025-08-01 00:52:04.502066
Lead Software Developer,Retail,1001-5000,140468,22,No Degree,28,4083,linkedin,2025-07-08 00:52:04.502070
Software Architect,Education,51-200,104669,4,Certificate,39,2053,linkedin,2025-08-31 00:52:04.502074
Lead Software Developer,Technology,11-50,142225,15,Bachelor,10,1855,linkedin,2025-06-26 00:52:04.502077
Data Engineer,Financial Services,1-10,68644,2,Master,10,2377,linkedin,2025-07-03 00:52:04.502081
Software Developer,Government,1-10,64204,24,No Degree,21,3727,linkedin,2025-06-22 00:52:04.502084
Engineering Director,Retail,51-200,112498,15,Certificate,20,2476,linkedin,2025-06-22 00:52:04.502088
Software Architect,Real Estate,11-50,98728,18,Master,19,659,linkedin,2025-08-24 00:52:04.502092
Platform Engineer,Healthcare,1001-5000,114479,3,No Degree,45,2074,linkedin,2025-07-26 00:52:04.502095
ML Engineer,Manufacturing,5000+,229894,24,PhD,44,4339,linkedin,2025-08-17 00:52:04.502099
ML Engineer,Retail,501-1000,77603,21,Bachelor,38,2324,linkedin,2025-07-30 00:52:04.502102
Data Engineer,Non-profit,5000+,67888,25,Certificate,18,1232,linkedin,2025-07-06 00:52:04.502106
Engineering Director,Education,501-1000,96525,9,PhD,32,1260,linkedin,2025-07-19 00:52:04.502109
Platform Engineer,Financial Services,11-50,183045,15,Bachelor,45,1276,linkedin,2025-08-15 00:52:04.502113
VP of Engineering,Media & Communications,5000+,105196,20,No Degree,22,2948,linkedin,2025-07-07 00:52:04.502117
ML Engineer,Government,1001-5000,92234,1,No Degree,8,3209,linkedin,2025-07-28 00:52:04.502120
ML Engineer,Technology,51-200,156761,15,No Degree,17,547,linkedin,2025-07-26 00:52:04.502124
VP of Engineering,Healthcare,51-200,104033,13,PhD,37,4457,linkedin,2025-07-07 00:52:04.502128
Data Engineer,Non-profit,201-500,67030,6,PhD,22,2561,linkedin,2025-07-30 00:52:04.502132
Senior Software Developer,Consulting,11-50,117108,24,No Degree,48,2394,linkedin,2025-08-31 00:52:04.502135
Software Developer,Real Estate,501-1000,121766,6,Certificate,24,4899,linkedin,2025-08-17 00:52:04.502139
ML Engineer,Real Estate,5000+,167262,2,No Degree,38,854,linkedin,2025-06-22 00:52:04.502142
Lead Software Developer,Financial Services,11-50,158347,2,Master,9,2895,linkedin,2025-06-26 00:52:04.502146
Lead Software Developer,Financial Services,1001-5000,186170,22,No Degree,27,741,linkedin,2025-08-22 00:52:04.502150
Data Engineer,Manufacturing,51-200,101928,2,PhD,23,986,linkedin,2025-07-30 00:52:04.502153
Engineering Director,Real Estate,11-50,90076,8,Certificate,5,110,linkedin,2025-07-11 00:52:04.502157
CTO,Education,201-500,93822,12,Bachelor,44,541,linkedin,2025-09-12 00:52:04.502160
Lead Software Developer,Consulting,11-50,104015,24,Certificate,6,3997,linkedin,2025-08-18 00:52:04.502164
CTO,Media & Communications,501-1000,113982,24,PhD,20,1416,linkedin,2025-07-25 00:52:04.502168
Technical Lead,Education,501-1000,118483,10,Certificate,22,1895,linkedin,2025-09-08 00:52:04.502171
Software Architect,Technology,11-50,153279,7,Master,39,2999,linkedin,2025-08-16 00:52:04.502175
CTO,Consulting,1001-5000,92345,14,Certificate,20,551,linkedin,2025-08-03 00:52:04.502179
Engineering Director,Government,501-1000,91428,6,Bachelor,44,3563,linkedin,2025-08-13 00:52:04.502182
ML Engineer,Retail,501-1000,94372,14,No Degree,14,1235,linkedin,2025-08-14 00:52:04.502186
Senior Software Developer,Consulting,11-50,94623,22,Bachelor,14,3014,linkedin,2025-08-02 00:52:04.502189
Data Engineer,Government,501-1000,100377,17,Master,44,1479,linkedin,2025-06-21 00:52:04.502193
Software Developer,Consulting,201-500,146386,18,Bachelor,22,1009,linkedin,2025-09-01 00:52:04.502196
CTO,Retail,1-10,73869,22,Certificate,33,579,linkedin,2025-07-21 00:52:04.502200
ML Engineer,Education,1001-5000,51540,22,Master,24,2177,linkedin,2025-08-05 00:52:04.502204
Site Reliability Engineer,Media & Communications,5000+,100912,16,PhD,46,3688,linkedin,2025-09-09 00:52:04.502208
Software Architect,Financial Services,5000+,227932,4,PhD,49,3501,linkedin,2025-07-12 00:52:04.502211
Software Architect,Education,1-10,35000,22,Bachelor,13,2545,linkedin,2025-08-28 00:52:04.502215
Technical Lead,Manufacturing,51-200,123201,20,Certificate,19,4784,linkedin,2025-08-13 00:52:04.502218
Data Engineer,Manufacturing,51-200,107379,12,No Degree,18,915,linkedin,2025-09-16 00:52:04.502222
Software Developer,Non-profit,11-50,79543,12,No Degree,48,2925,linkedin,2025-07-15 00:52:04.502225
CTO,Energy,11-50,81255,13,Master,48,1635,linkedin,2025-06-21 00:52:04.502229
Engineering Director,Education,1-10,35000,6,Certificate,45,681,linkedin,2025-07-02 00:52:04.502233
VP of Engineering,Healthcare,51-200,115743,6,Bachelor,5,1517,linkedin,2025-08-18 00:52:04.502236
CTO,Government,5000+,140305,6,No Degree,40,354,linkedin,2025-07-17 00:52:04.502240
VP of Engineering,Consulting,201-500,154390,24,PhD,41,4143,linkedin,2025-09-12 00:52:04.502244
Platform Engineer,Manufacturing,501-1000,95113,11,No Degree,50,121,linkedin,2025-06-22 00:52:04.502248
Senior Software Developer,Real Estate,501-1000,116472,13,PhD,19,2063,linkedin,2025-08-04 00:52:04.502252
Lead Software Developer,Manufacturing,11-50,74110,19,PhD,6,1510,linkedin,2025-09-08 00:52:04.502255
Senior Software Developer,Financial Services,501-1000,126911,16,Bachelor,48,461,linkedin,2025-09-17 00:52:04.502259
Data Engineer,Technology,5000+,214196,5,Master,13,551,linkedin,2025-08-03 00:52:04.502263
Lead Software Developer,Consulting,1001-5000,103831,6,Bachelor,39,4904,linkedin,2025-08-18 00:52:04.502266
Site Reliability Engineer,Non-profit,51-200,51640,13,Bachelor,38,4779,linkedin,2025-07-12 00:52:04.502270
Technical Lead,Technology,201-500,98354,13,Bachelor,33,1054,linkedin,2025-09-16 00:52:04.502273
Technical Lead,Financial Services,201-500,91794,18,Master,21,3915,linkedin,2025-08-03 00:52:04.502277
ML Engineer,Non-profit,1001-5000,89614,4,Bachelor,36,1668,linkedin,2025-07-07 00:52:04.502281
VP of Engineering,Technology,201-500,175297,11,Bachelor,30,4318,linkedin,2025-07-12 00:52:04.502285
Site Reliability Engineer,Real Estate,501-1000,108731,12,Certificate,50,3619,linkedin,2025-09-13 00:52:04.502288
CTO,Healthcare,11-50,58646,4,Certificate,6,2054,linkedin,2025-08-04 00:52:04.502292
Lead Software Developer,Technology,1001-5000,194263,10,PhD,5,3326,linkedin,2025-08-23 00:52:04.502296
Site Reliability Engineer,Healthcare,201-500,163392,2,PhD,14,2355,linkedin,2025-09-06 00:52:04.502300
VP of Engineering,Real Estate,501-1000,95582,9,PhD,32,2555,linkedin,2025-07-31 00:52:04.502304
VP of Engineering,Government,201-500,73598,15,Certificate,45,2183,linkedin,2025-07-27 00:52:04.502308
Senior Software Developer,Non-profit,51-200,75072,6,No Degree,24,168,linkedin,2025-09-15 00:52:04.502311
Software Developer,Technology,5000+,243005,23,Bachelor,18,3733,linkedin,2025-08-15 00:52:04.502315
CTO,Consulting,501-1000,119021,9,Certificate,11,241,linkedin,2025-07-19 00:52:04.502319
Data Engineer,Consulting,5000+,106435,6,Master,16,1306,linkedin,2025-08-07 00:52:04.502322
Platform Engineer,Energy,1001-5000,142995,18,Master,19,4039,linkedin,2025-07-25 00:52:04.502326
Platform Engineer,Healthcare,1001-5000,162988,5,Master,20,2300,linkedin,2025-08-06 00:52:04.502330
Senior Software Developer,Technology,51-200,123689,9,Bachelor,35,4145,linkedin,2025-07-28 00:52:04.502334
CTO,Retail,501-1000,98093,14,Certificate,10,446,linkedin,2025-06-20 00:52:04.502337
Software Developer,Real Estate,1-10,94893,1,PhD,43,806,linkedin,2025-09-02 00:52:04.502341
VP of Engineering,Government,11-50,77429,21,PhD,36,2055,linkedin,2025-06-30 00:52:04.502345
Platform Engineer,Consulting,11-50,82889,10,No Degree,47,4834,linkedin,2025-09-07 00:52:04.502349
Software Developer,Media & Communications,11-50,86549,13,No Degree,46,3285,linkedin,2025-08-20 00:52:04.502352
Engineering Director,Financial Services,1001-5000,114472,12,PhD,48,4406,linkedin,2025-09-11 00:52:04.502356
Software Developer,Real Estate,501-1000,133547,16,PhD,36,2872,linkedin,2025-07-21 00:52:04.502360
Senior Software Developer,Retail,1001-5000,115403,7,Bachelor,37,1929,linkedin,2025-07-09 00:52:04.502364
Software Architect,Healthcare,201-500,102428,2,No Degree,22,2349,linkedin,2025-08-16 00:52:04.502367
Data Engineer,Manufacturing,1001-5000,122485,11,Bachelor,11,1722,linkedin,2025-06-29 00:52:04.502371
Senior Software Developer,Government,11-50,69089,17,PhD,50,2543,linkedin,2025-09-04 00:52:04.502375
Technical Lead,Government,11-50,83703,20,Master,15,3400,linkedin,2025-08-13 00:52:04.502378
CTO,Retail,1-10,87230,3,Certificate,33,2144,linkedin,2025-08-19 00:52:04.502382
Platform Engineer,Education,1-10,58422,3,Bachelor,32,3060,linkedin,2025-08-24 00:52:04.502386
Software Developer,Manufacturing,51-200,113137,10,No Degree,36,779,linkedin,2025-08-25 00:52:04.502390
ML Engineer,Education,11-50,75252,3,Bachelor,39,1376,linkedin,2025-07-30 00:52:04.502393
Platform Engineer,Healthcare,1001-5000,121361,16,Certificate,25,3527,linkedin,2025-07-03 00:52:04.502397
Site Reliability Engineer,Non-profit,501-1000,77311,24,Bachelor,32,280,linkedin,2025-08-10 00:52:04.502401
Data Engineer,Financial Services,201-500,140878,20,Certificate,5,3044,linkedin,2025-07-30 00:52:04.502405
Senior Software Developer,Manufacturing,1-10,85599,24,No Degree,16,4610,linkedin,2025-07-06 00:52:04.502408
Senior Software Developer,Healthcare,1001-5000,123384,1,Certificate,25,4217,linkedin,2025-07-24 00:52:04.502412
Software Architect,Media & Communications,51-200,85727,18,Master,6,4893,linkedin,2025-07-16 00:52:04.502416
Software Architect,Retail,11-50,127582,23,Certificate,17,1024,linkedin,2025-08-15 00:52:04.502419
Lead Software Developer,Non-profit,501-1000,98547,21,No Degree,31,4842,linkedin,2025-09-05 00:52:04.502423
Platform Engineer,Government,201-500,67703,4,Certificate,25,3333,linkedin,2025-07-10 00:52:04.502427
Software Architect,Manufacturing,51-200,108559,11,PhD,42,3229,linkedin,2025-08-13 00:52:04.502431
Platform Engineer,Real Estate,11-50,88029,6,Bachelor,31,4751,linkedin,2025-07-06 00:52:04.502434
Lead Software Developer,Real Estate,51-200,104299,25,PhD,38,2071,linkedin,2025-09-11 00:52:04.502438
Software Architect,Technology,5000+,178836,12,No Degree,8,4620,linkedin,2025-07-21 00:52:04.502442
VP of Engineering,Retail,1001-5000,160230,8,PhD,23,893,linkedin,2025-09-12 00:52:04.502446
Data Engineer,Government,51-200,82566,8,PhD,40,4575,linkedin,2025-08-18 00:52:04.502449
