company,job_title,location,salary,experience_years,company_rating,data_source,date_posted
Meta,Software Engineer,"Austin, TX",161833,20,4.0,glassdoor,2025-05-28 00:52:04.469167
Adobe,Mobile Engineer,"Berlin, Germany",77722,4,3.2,glassdoor,2025-03-12 00:52:04.469171
Spotify,Data Scientist,"Toronto, Canada",70970,3,3.5,glassdoor,2024-10-15 00:52:04.469174
Spotify,Senior Data Scientist,"Toronto, Canada",83868,12,3.0,glassdoor,2024-12-01 00:52:04.469178
Amazon,Senior Product Manager,"Boston, MA",135181,8,4.6,glassdoor,2024-10-10 00:52:04.469181
Adobe,Mobile Engineer,"New York, NY",160574,20,4.0,glassdoor,2024-12-21 00:52:04.469185
Google,Engineering Manager,"San Francisco, CA",355035,10,4.5,glassdoor,2024-12-08 00:52:04.469188
GitHub,ML Engineer,"San Francisco, CA",201494,15,3.4,glassdoor,2025-07-24 00:52:04.469192
AMD,Senior Data Scientist,"Toronto, Canada",65856,13,3.5,glassdoor,2025-05-01 00:52:04.469195
Salesforce,Product Manager,"Berlin, Germany",77771,12,4.3,glassdoor,2024-11-13 00:52:04.469199
Salesforce,DevOps Engineer,"Seattle, WA",89351,12,3.9,glassdoor,2025-06-09 00:52:04.469202
Uber,ML Engineer,"San Francisco, CA",223937,10,3.7,glassdoor,2025-05-17 00:52:04.469206
Adobe,ML Engineer,"Denver, CO",105959,7,3.9,glassdoor,2024-12-04 00:52:04.469209
Google,Staff Software Engineer,"Seattle, WA",319583,18,4.8,glassdoor,2025-05-22 00:52:04.469212
GitHub,Senior Software Engineer,"Austin, TX",104230,14,3.8,glassdoor,2025-08-11 00:52:04.469216
Amazon,Backend Engineer,"Toronto, Canada",176327,4,3.4,glassdoor,2025-05-31 00:52:04.469219
Tesla,DevOps Engineer,"Seattle, WA",212064,1,3.5,glassdoor,2024-11-21 00:52:04.469223
GitHub,Principal Software Engineer,"Boston, MA",221108,20,4.2,glassdoor,2025-01-30 00:52:04.469226
Tesla,Staff Software Engineer,"Los Angeles, CA",197254,7,4.2,glassdoor,2025-08-01 00:52:04.469230
VMware,Data Scientist,"London, UK",117511,17,4.5,glassdoor,2025-05-17 00:52:04.469233
Microsoft,Full Stack Engineer,"Toronto, Canada",125187,8,4.1,glassdoor,2024-10-16 00:52:04.469236
Cisco,Software Engineer,"Denver, CO",105400,6,4.6,glassdoor,2025-04-01 00:52:04.469240
Amazon,Staff Software Engineer,Remote - US,308083,18,3.5,glassdoor,2024-11-27 00:52:04.469243
Airbnb,Software Engineer,"Chicago, IL",142052,11,4.9,glassdoor,2025-01-29 00:52:04.469247
Adobe,Senior Engineering Manager,"San Francisco, CA",138360,3,5.0,glassdoor,2024-11-29 00:52:04.469250
Google,Data Scientist,"Austin, TX",175640,5,4.6,glassdoor,2025-05-21 00:52:04.469254
AMD,Senior Software Engineer,"Toronto, Canada",93412,5,3.4,glassdoor,2025-06-02 00:52:04.469257
Tesla,Engineering Manager,"Boston, MA",238219,14,3.1,glassdoor,2025-01-30 00:52:04.469260
Uber,Engineering Manager,"San Francisco, CA",335539,3,4.5,glassdoor,2025-06-05 00:52:04.469264
Databricks,Senior Data Scientist,"Berlin, Germany",47328,13,3.3,glassdoor,2025-08-16 00:52:04.469267
Netflix,Full Stack Engineer,"Chicago, IL",124358,0,3.3,glassdoor,2025-08-31 00:52:04.469271
Adobe,Senior Engineering Manager,"Berlin, Germany",71318,13,3.2,glassdoor,2025-06-29 00:52:04.469274
Tesla,Staff Software Engineer,"New York, NY",266441,13,3.2,glassdoor,2025-05-23 00:52:04.469277
NVIDIA,Senior Engineering Manager,"Boston, MA",81875,16,4.4,glassdoor,2024-10-06 00:52:04.469281
Spotify,ML Engineer,"Denver, CO",116401,5,4.7,glassdoor,2024-11-17 00:52:04.469285
Adobe,Product Manager,"Denver, CO",113431,13,3.3,glassdoor,2025-02-02 00:52:04.469288
Airbnb,ML Engineer,"Boston, MA",134944,19,3.4,glassdoor,2025-09-07 00:52:04.469292
Tesla,Security Engineer,"Boston, MA",114593,12,4.5,glassdoor,2025-01-22 00:52:04.469295
Apple,Principal Software Engineer,"Toronto, Canada",335340,4,4.8,glassdoor,2025-05-23 00:52:04.469299
AMD,Principal Software Engineer,Remote - US,289909,15,3.8,glassdoor,2024-10-20 00:52:04.469302
Salesforce,Engineering Manager,"San Francisco, CA",231693,16,3.4,glassdoor,2025-05-22 00:52:04.469306
VMware,Engineering Manager,"Austin, TX",150063,1,4.0,glassdoor,2024-11-11 00:52:04.469309
Adobe,Staff Software Engineer,"Austin, TX",177915,17,4.1,glassdoor,2025-03-28 00:52:04.469312
Spotify,Staff Software Engineer,"Boston, MA",150399,8,3.7,glassdoor,2025-07-10 00:52:04.469316
Netflix,Senior Software Engineer,"Chicago, IL",183730,15,4.7,glassdoor,2025-06-04 00:52:04.469319
Meta,Senior Product Manager,"Toronto, Canada",179765,20,3.2,glassdoor,2025-07-04 00:52:04.469323
Oracle,Backend Engineer,"Seattle, WA",86785,13,4.4,glassdoor,2024-12-12 00:52:04.469326
Apple,ML Engineer,"Denver, CO",191065,5,4.4,glassdoor,2025-03-29 00:52:04.469330
Google,Senior Software Engineer,"San Francisco, CA",268446,0,4.6,glassdoor,2024-09-29 00:52:04.469334
Google,Software Engineer,"Seattle, WA",150319,10,3.3,glassdoor,2024-10-26 00:52:04.469338
Salesforce,Staff Software Engineer,"Seattle, WA",206841,6,4.0,glassdoor,2025-07-29 00:52:04.469341
Atlassian,DevOps Engineer,"San Francisco, CA",160782,20,4.5,glassdoor,2024-11-12 00:52:04.469345
Google,Engineering Manager,"Los Angeles, CA",156510,10,3.8,glassdoor,2025-07-21 00:52:04.469349
VMware,Mobile Engineer,"Berlin, Germany",98203,9,4.5,glassdoor,2025-05-07 00:52:04.469352
Netflix,Staff Software Engineer,Remote - US,269509,4,4.2,glassdoor,2024-11-26 00:52:04.469355
Adobe,Full Stack Engineer,"Boston, MA",117568,15,4.0,glassdoor,2025-08-09 00:52:04.469359
Meta,Senior Engineering Manager,"Boston, MA",186402,16,4.2,glassdoor,2025-08-27 00:52:04.469362
Snowflake,Security Engineer,"Denver, CO",85942,1,4.0,glassdoor,2025-01-21 00:52:04.469366
Google,Senior Software Engineer,"London, UK",173793,1,3.0,glassdoor,2025-05-07 00:52:04.469369
Uber,Security Engineer,"Los Angeles, CA",122662,20,3.7,glassdoor,2025-03-16 00:52:04.469372
AMD,Mobile Engineer,"Boston, MA",126290,16,3.3,glassdoor,2025-03-08 00:52:04.469376
Salesforce,Principal Software Engineer,"Austin, TX",113761,13,3.3,glassdoor,2025-05-03 00:52:04.469379
Spotify,Senior Product Manager,"Los Angeles, CA",105859,11,4.3,glassdoor,2025-03-14 00:52:04.469382
Stripe,Senior Engineering Manager,"London, UK",119673,12,4.5,glassdoor,2024-12-09 00:52:04.469386
NVIDIA,Senior Software Engineer,"Berlin, Germany",95825,15,3.1,glassdoor,2025-06-03 00:52:04.469389
Uber,Frontend Engineer,"London, UK",127605,19,4.1,glassdoor,2024-11-05 00:52:04.469393
Databricks,Software Engineer,"London, UK",69536,20,4.9,glassdoor,2024-12-22 00:52:04.469397
Netflix,Engineering Manager,"Seattle, WA",285955,1,3.5,glassdoor,2025-08-24 00:52:04.469400
Amazon,Security Engineer,"Boston, MA",137292,16,3.2,glassdoor,2024-12-07 00:52:04.469404
Spotify,Software Engineer,"Boston, MA",73860,20,4.5,glassdoor,2024-10-23 00:52:04.469407
Netflix,Full Stack Engineer,"Denver, CO",189280,7,4.0,glassdoor,2025-03-08 00:52:04.469411
NVIDIA,Product Manager,Remote - US,110027,20,3.1,glassdoor,2025-05-03 00:52:04.469414
Uber,Engineering Manager,"Berlin, Germany",60128,2,3.3,glassdoor,2025-02-25 00:52:04.469419
Oracle,Senior Data Scientist,"Toronto, Canada",99903,5,4.0,glassdoor,2024-10-22 00:52:04.469422
Intel,Senior Data Scientist,"Chicago, IL",85567,9,3.3,glassdoor,2025-05-16 00:52:04.469426
GitHub,Engineering Manager,"Los Angeles, CA",115210,16,3.9,glassdoor,2025-07-26 00:52:04.469429
Stripe,Data Scientist,"Seattle, WA",160240,14,4.7,glassdoor,2025-03-02 00:52:04.469433
Stripe,Security Engineer,"New York, NY",216311,11,4.9,glassdoor,2025-03-10 00:52:04.469436
Cisco,Senior Data Scientist,"San Francisco, CA",205047,5,3.8,glassdoor,2025-05-23 00:52:04.469440
AMD,DevOps Engineer,"Los Angeles, CA",114764,17,4.4,glassdoor,2025-04-20 00:52:04.469443
Tesla,Software Engineer,"Berlin, Germany",69197,2,3.9,glassdoor,2025-04-13 00:52:04.469447
GitHub,Data Scientist,"Boston, MA",127668,16,4.2,glassdoor,2024-12-20 00:52:04.469450
Spotify,Software Engineer,"Austin, TX",81736,3,3.7,glassdoor,2024-12-07 00:52:04.469454
NVIDIA,Mobile Engineer,Remote - US,102296,5,4.7,glassdoor,2025-04-29 00:52:04.469457
Snowflake,Engineering Manager,"Denver, CO",131520,19,4.7,glassdoor,2025-08-17 00:52:04.469461
Intel,ML Engineer,"San Francisco, CA",105240,9,4.4,glassdoor,2025-08-19 00:52:04.469464
Stripe,Senior Product Manager,"Austin, TX",139408,6,3.4,glassdoor,2025-03-20 00:52:04.469467
Tesla,Mobile Engineer,"Boston, MA",139267,18,3.6,glassdoor,2024-09-20 00:52:04.469471
Amazon,Security Engineer,"Toronto, Canada",137686,7,4.6,glassdoor,2025-07-27 00:52:04.469474
Apple,Principal Software Engineer,"Toronto, Canada",254138,19,3.9,glassdoor,2025-01-22 00:52:04.469478
AMD,Principal Software Engineer,Remote - US,176603,1,4.2,glassdoor,2025-06-08 00:52:04.469481
Uber,Staff Software Engineer,"Berlin, Germany",152634,6,4.0,glassdoor,2025-07-11 00:52:04.469484
OpenAI,ML Engineer,"Austin, TX",79549,1,4.8,glassdoor,2025-08-31 00:52:04.469488
AMD,Staff Software Engineer,"Seattle, WA",243286,19,4.5,glassdoor,2025-01-06 00:52:04.469491
Cisco,ML Engineer,"Chicago, IL",86352,3,3.9,glassdoor,2025-01-04 00:52:04.469495
GitHub,Mobile Engineer,"San Francisco, CA",137621,0,4.8,glassdoor,2025-06-03 00:52:04.469498
Google,Software Engineer,"London, UK",80133,3,3.7,glassdoor,2025-02-17 00:52:04.469502
Amazon,Engineering Manager,"London, UK",180006,16,4.8,glassdoor,2025-05-15 00:52:04.469505
NVIDIA,Security Engineer,"Los Angeles, CA",129066,15,4.3,glassdoor,2025-01-06 00:52:04.469509
Airbnb,Senior Data Scientist,"London, UK",139390,3,4.9,glassdoor,2025-02-17 00:52:04.469512
Google,Product Manager,"Chicago, IL",180787,11,4.2,glassdoor,2025-03-24 00:52:04.469516
Meta,Senior Software Engineer,"Seattle, WA",262312,9,4.2,glassdoor,2025-07-16 00:52:04.469520
Spotify,Senior Data Scientist,"Seattle, WA",109408,17,3.6,glassdoor,2025-05-22 00:52:04.469524
OpenAI,Mobile Engineer,"Denver, CO",100854,10,4.7,glassdoor,2024-11-21 00:52:04.469527
Meta,Frontend Engineer,"Austin, TX",132164,5,4.6,glassdoor,2025-06-29 00:52:04.469531
Tesla,Mobile Engineer,"New York, NY",239295,2,3.5,glassdoor,2025-04-30 00:52:04.469534
Snowflake,ML Engineer,"Chicago, IL",82149,2,3.2,glassdoor,2025-08-30 00:52:04.469537
NVIDIA,Senior Data Scientist,"New York, NY",178225,16,4.1,glassdoor,2025-08-27 00:52:04.469541
Databricks,Software Engineer,"Los Angeles, CA",106073,7,4.0,glassdoor,2025-02-27 00:52:04.469545
GitHub,Frontend Engineer,"Toronto, Canada",147519,1,4.0,glassdoor,2025-07-30 00:52:04.469548
Amazon,Engineering Manager,"Chicago, IL",204085,0,4.9,glassdoor,2025-06-11 00:52:04.469551
Microsoft,Mobile Engineer,"Austin, TX",166571,11,3.8,glassdoor,2024-11-10 00:52:04.469555
Apple,Software Engineer,"Chicago, IL",183497,4,4.4,glassdoor,2025-08-11 00:52:04.469558
Snowflake,Product Manager,"Seattle, WA",123056,5,4.5,glassdoor,2025-05-10 00:52:04.469562
Snowflake,DevOps Engineer,"San Francisco, CA",112264,13,4.0,glassdoor,2025-06-16 00:52:04.469565
GitHub,Principal Software Engineer,"Denver, CO",123551,20,4.7,glassdoor,2025-02-12 00:52:04.469569
Cisco,Engineering Manager,"London, UK",175837,6,5.0,glassdoor,2025-05-05 00:52:04.469572
Stripe,Senior Software Engineer,"Seattle, WA",142951,7,3.6,glassdoor,2024-12-08 00:52:04.469576
Google,Mobile Engineer,"Denver, CO",139941,6,3.7,glassdoor,2025-05-19 00:52:04.469579
Shopify,Mobile Engineer,"New York, NY",164424,13,3.1,glassdoor,2025-05-21 00:52:04.469583
IBM,DevOps Engineer,"London, UK",100799,3,3.1,glassdoor,2024-10-11 00:52:04.469586
Databricks,Backend Engineer,"Toronto, Canada",117189,0,4.2,glassdoor,2025-08-24 00:52:04.469591
Spotify,DevOps Engineer,"London, UK",101521,18,4.4,glassdoor,2025-04-22 00:52:04.469594
Stripe,Senior Engineering Manager,"San Francisco, CA",284809,14,5.0,glassdoor,2024-11-23 00:52:04.469598
VMware,Senior Engineering Manager,"Chicago, IL",87429,19,4.4,glassdoor,2024-11-02 00:52:04.469601
IBM,Frontend Engineer,"London, UK",84039,18,4.6,glassdoor,2024-10-16 00:52:04.469605
Stripe,Backend Engineer,"Seattle, WA",166185,16,3.6,glassdoor,2024-12-17 00:52:04.469609
VMware,DevOps Engineer,"London, UK",113338,12,4.3,glassdoor,2024-11-30 00:52:04.469612
Uber,Engineering Manager,"Los Angeles, CA",242152,18,3.2,glassdoor,2025-09-07 00:52:04.469616
Cisco,Mobile Engineer,"Boston, MA",117746,18,4.2,glassdoor,2025-06-10 00:52:04.469619
Netflix,Product Manager,"Seattle, WA",260448,5,4.7,glassdoor,2025-05-26 00:52:04.469623
Stripe,Engineering Manager,"Chicago, IL",182995,12,4.1,glassdoor,2025-08-20 00:52:04.469627
GitHub,Software Engineer,Remote - US,132011,15,3.3,glassdoor,2024-10-25 00:52:04.469630
Amazon,Backend Engineer,"Chicago, IL",183172,0,4.3,glassdoor,2025-06-20 00:52:04.469634
AMD,Product Manager,"Boston, MA",123889,17,4.9,glassdoor,2025-05-24 00:52:04.469637
Spotify,Senior Product Manager,"Los Angeles, CA",146486,19,4.8,glassdoor,2024-10-20 00:52:04.469641
Uber,Mobile Engineer,"New York, NY",121324,17,4.5,glassdoor,2025-04-25 00:52:04.469644
Google,DevOps Engineer,"Chicago, IL",135340,3,5.0,glassdoor,2024-09-27 00:52:04.469648
Salesforce,Frontend Engineer,"Los Angeles, CA",92117,0,4.1,glassdoor,2025-07-04 00:52:04.469651
OpenAI,DevOps Engineer,Remote - US,135942,4,3.9,glassdoor,2025-05-04 00:52:04.469655
Apple,Security Engineer,"London, UK",107499,12,3.7,glassdoor,2024-10-30 00:52:04.469659
Apple,Product Manager,"San Francisco, CA",261159,17,4.0,glassdoor,2025-02-11 00:52:04.469663
Amazon,Engineering Manager,"Austin, TX",283234,16,3.6,glassdoor,2025-03-29 00:52:04.469667
Cisco,Principal Software Engineer,"Boston, MA",225530,6,4.6,glassdoor,2025-02-25 00:52:04.469670
Adobe,Engineering Manager,"Austin, TX",180704,18,4.6,glassdoor,2025-04-11 00:52:04.469674
Spotify,Data Scientist,"Berlin, Germany",65718,1,4.7,glassdoor,2025-06-25 00:52:04.469677
Shopify,Senior Product Manager,"San Francisco, CA",134562,0,4.3,glassdoor,2024-12-28 00:52:04.469681
GitHub,Security Engineer,"Chicago, IL",134991,2,5.0,glassdoor,2025-07-20 00:52:04.469684
Cisco,Security Engineer,Remote - US,137317,6,3.2,glassdoor,2024-10-10 00:52:04.469688
Tesla,ML Engineer,"San Francisco, CA",200919,1,4.9,glassdoor,2025-03-09 00:52:04.469691
Spotify,Senior Software Engineer,"London, UK",103921,20,3.6,glassdoor,2025-04-20 00:52:04.469695
IBM,Staff Software Engineer,"Toronto, Canada",96363,10,3.1,glassdoor,2025-02-21 00:52:04.469698
Cisco,Senior Engineering Manager,"Berlin, Germany",59408,16,3.4,glassdoor,2024-11-23 00:52:04.469702
Atlassian,Frontend Engineer,"Berlin, Germany",104500,4,3.1,glassdoor,2025-03-13 00:52:04.469705
Uber,Data Scientist,"Boston, MA",104444,0,4.8,glassdoor,2025-02-04 00:52:04.469710
Atlassian,Senior Data Scientist,"Chicago, IL",112092,5,3.1,glassdoor,2025-01-31 00:52:04.469713
Meta,Security Engineer,"Chicago, IL",188153,4,4.2,glassdoor,2025-03-25 00:52:04.469717
Google,Staff Software Engineer,"Toronto, Canada",169876,15,4.4,glassdoor,2025-01-18 00:52:04.469720
OpenAI,Senior Software Engineer,"New York, NY",182916,18,4.4,glassdoor,2024-11-13 00:52:04.469724
Apple,Data Scientist,"San Francisco, CA",291789,12,4.9,glassdoor,2024-10-07 00:52:04.469727
Adobe,Data Scientist,"Seattle, WA",152480,6,3.4,glassdoor,2025-01-28 00:52:04.469731
Uber,Staff Software Engineer,"New York, NY",428292,10,3.7,glassdoor,2025-06-22 00:52:04.469734
Tesla,DevOps Engineer,"Chicago, IL",89947,3,3.9,glassdoor,2025-08-08 00:52:04.469738
Atlassian,Software Engineer,"Austin, TX",109057,5,4.4,glassdoor,2025-08-08 00:52:04.469741
Oracle,Senior Engineering Manager,"San Francisco, CA",156401,12,3.2,glassdoor,2025-02-13 00:52:04.469745
Uber,Mobile Engineer,"Berlin, Germany",104725,10,3.3,glassdoor,2025-01-07 00:52:04.469748
Adobe,DevOps Engineer,"Chicago, IL",117532,3,3.4,glassdoor,2025-01-31 00:52:04.469752
Apple,Senior Data Scientist,"Boston, MA",129029,8,4.2,glassdoor,2025-06-23 00:52:04.469755
Salesforce,ML Engineer,"San Francisco, CA",169419,4,4.7,glassdoor,2025-04-20 00:52:04.469759
Spotify,Senior Software Engineer,"Seattle, WA",102935,13,3.6,glassdoor,2025-08-21 00:52:04.469762
Uber,Backend Engineer,"Austin, TX",145236,8,4.7,glassdoor,2025-02-26 00:52:04.469766
Shopify,Principal Software Engineer,"New York, NY",293729,14,4.5,glassdoor,2025-01-05 00:52:04.469769
Intel,Mobile Engineer,"New York, NY",170513,5,3.2,glassdoor,2025-06-27 00:52:04.469772
IBM,Staff Software Engineer,"Denver, CO",196283,18,4.1,glassdoor,2025-06-16 00:52:04.469776
Amazon,Product Manager,"Boston, MA",150722,16,4.9,glassdoor,2025-02-15 00:52:04.469779
Netflix,ML Engineer,"Toronto, Canada",166798,15,4.6,glassdoor,2024-10-01 00:52:04.469783
Oracle,Backend Engineer,"Austin, TX",88968,13,4.7,glassdoor,2025-05-22 00:52:04.469786
Adobe,Senior Product Manager,"Seattle, WA",120400,16,3.4,glassdoor,2024-10-04 00:52:04.469790
Snowflake,Frontend Engineer,"San Francisco, CA",200450,10,3.5,glassdoor,2025-01-30 00:52:04.469793
AMD,Software Engineer,"Denver, CO",115854,18,4.1,glassdoor,2024-10-27 00:52:04.469797
GitHub,Security Engineer,"Berlin, Germany",71999,3,3.9,glassdoor,2024-09-24 00:52:04.469800
Microsoft,Security Engineer,"Denver, CO",147141,7,4.8,glassdoor,2024-12-26 00:52:04.469804
Cisco,Engineering Manager,"San Francisco, CA",210093,11,4.5,glassdoor,2025-03-09 00:52:04.469807
Adobe,Engineering Manager,"Seattle, WA",274440,5,3.4,glassdoor,2024-10-30 00:52:04.469811
Databricks,ML Engineer,"Berlin, Germany",85661,5,3.2,glassdoor,2025-02-28 00:52:04.469814
Intel,DevOps Engineer,"San Francisco, CA",224895,10,4.1,glassdoor,2025-01-31 00:52:04.469818
Amazon,Data Scientist,"Chicago, IL",125381,18,3.3,glassdoor,2025-08-11 00:52:04.469821
Spotify,Senior Engineering Manager,"Seattle, WA",129785,18,3.3,glassdoor,2024-12-01 00:52:04.469825
OpenAI,Backend Engineer,"London, UK",101699,1,4.1,glassdoor,2024-12-18 00:52:04.469828
Cisco,Data Scientist,"Austin, TX",132127,13,4.2,glassdoor,2024-12-14 00:52:04.469832
Stripe,Software Engineer,"New York, NY",168791,4,4.8,glassdoor,2025-08-29 00:52:04.469835
Snowflake,Senior Software Engineer,"London, UK",93601,7,4.3,glassdoor,2024-12-14 00:52:04.469839
GitHub,Data Scientist,Remote - US,151387,9,4.3,glassdoor,2025-04-18 00:52:04.469842
Oracle,ML Engineer,"Toronto, Canada",123576,19,4.0,glassdoor,2024-10-30 00:52:04.469846
Apple,Staff Software Engineer,"Boston, MA",185237,11,3.9,glassdoor,2024-12-12 00:52:04.469850
Spotify,Backend Engineer,"San Francisco, CA",205916,20,3.9,glassdoor,2025-03-19 00:52:04.469853
Netflix,Senior Product Manager,Remote - US,219905,12,3.9,glassdoor,2025-01-16 00:52:04.469857
Tesla,Senior Engineering Manager,"San Francisco, CA",207939,19,3.9,glassdoor,2025-03-07 00:52:04.469860
Cisco,Staff Software Engineer,"London, UK",148121,2,4.4,glassdoor,2024-10-13 00:52:04.469864
Atlassian,Full Stack Engineer,"London, UK",107970,17,4.0,glassdoor,2024-12-14 00:52:04.469867
Meta,Frontend Engineer,Remote - US,142572,15,4.4,glassdoor,2025-07-01 00:52:04.469871
Meta,ML Engineer,Remote - US,173294,18,3.4,glassdoor,2025-08-29 00:52:04.469874
VMware,ML Engineer,"Berlin, Germany",43055,16,3.0,glassdoor,2024-10-23 00:52:04.469877
Netflix,Senior Product Manager,"Los Angeles, CA",190397,1,4.4,glassdoor,2025-09-02 00:52:04.469881
Intel,DevOps Engineer,"Chicago, IL",74271,12,4.5,glassdoor,2025-04-01 00:52:04.469884
Intel,Backend Engineer,"London, UK",126426,1,3.1,glassdoor,2025-07-16 00:52:04.469888
Netflix,Data Scientist,Remote - US,180304,5,4.6,glassdoor,2025-03-26 00:52:04.469891
Databricks,Data Scientist,"Boston, MA",112046,5,4.9,glassdoor,2025-02-28 00:52:04.469896
Atlassian,Security Engineer,"Austin, TX",94440,4,3.7,glassdoor,2024-11-08 00:52:04.469899
Stripe,Senior Engineering Manager,"Berlin, Germany",99742,7,4.3,glassdoor,2025-07-11 00:52:04.469902
Intel,Data Scientist,"Chicago, IL",150193,7,4.7,glassdoor,2025-06-10 00:52:04.469906
Adobe,Principal Software Engineer,"Los Angeles, CA",99482,12,3.3,glassdoor,2025-08-08 00:52:04.469909
Intel,ML Engineer,"New York, NY",189815,17,4.5,glassdoor,2025-01-13 00:52:04.469913
Netflix,ML Engineer,"Chicago, IL",172951,5,4.9,glassdoor,2025-06-22 00:52:04.469917
OpenAI,Senior Product Manager,"Toronto, Canada",81928,7,3.7,glassdoor,2024-11-10 00:52:04.469920
VMware,DevOps Engineer,"Seattle, WA",110205,7,4.7,glassdoor,2025-01-02 00:52:04.469923
Amazon,Security Engineer,"Los Angeles, CA",187473,11,3.1,glassdoor,2024-10-22 00:52:04.469927
Shopify,Mobile Engineer,"Boston, MA",87577,12,4.9,glassdoor,2024-12-05 00:52:04.469930
Snowflake,Software Engineer,"London, UK",62315,10,4.5,glassdoor,2024-10-04 00:52:04.469933
Stripe,Data Scientist,"Austin, TX",201058,0,3.4,glassdoor,2024-10-31 00:52:04.469937
Oracle,Principal Software Engineer,"Berlin, Germany",147984,16,4.6,glassdoor,2025-08-10 00:52:04.469940
Amazon,Full Stack Engineer,"London, UK",102656,15,3.3,glassdoor,2025-06-08 00:52:04.469944
Spotify,ML Engineer,"London, UK",101411,7,3.5,glassdoor,2025-08-29 00:52:04.469947
Apple,DevOps Engineer,"Austin, TX",120181,12,3.6,glassdoor,2025-04-04 00:52:04.469950
Stripe,Backend Engineer,"Seattle, WA",239835,10,4.7,glassdoor,2025-06-06 00:52:04.469955
Amazon,Product Manager,"Toronto, Canada",170203,5,3.7,glassdoor,2025-05-31 00:52:04.469958
GitHub,Full Stack Engineer,"Toronto, Canada",119491,16,3.2,glassdoor,2025-02-11 00:52:04.469962
